@ 7200 IN SOA virgo hostmaster 1430540898 10800 1800 1814400 7200
@ 7200 IN MX 12801 ax.virusfree.cz.
7200 IN MX 12817 bx.virusfree.cz.
wireless-client-160-217-150-20.wa2 7200 IN A 160.217.150.20
wireless-client-160-217-146-97.wa2 7200 IN A 160.217.146.97
A0048TiskPagePro1350.ffrek 7200 IN A 160.217.153.46
iptel-4768.frov 7200 IN MX 10 iptel-4768.frov
iptel-4768.frov 7200 IN A 160.217.190.68
arpwatch-rek-branisovska.rek 7200 IN A 160.217.155.250
pokus.pf 7200 IN A 160.217.96.92
szp20.szp 7200 IN A 160.217.128.20
wireless-client-160-217-148-169.wa2 7200 IN A 160.217.148.169
printer-hp3350-sekretariat-A.frov 7200 IN MX 10 printer-hp3350-sekretariat-A.frov
printer-hp3350-sekretariat-A.frov 7200 IN A 160.217.190.110
eduroam-160-217-136-107.eduroam 7200 IN A 160.217.136.107
FF-cam17.cam 7200 IN A 160.217.94.167
cisco48-switch.bobik 7200 IN A 160.217.152.253
dejiny1.tf 7200 IN A 160.217.193.98
wireless-client-160-217-133-42.wa1 7200 IN A 160.217.133.42
k051100zr56.zf 7200 IN A 160.217.168.126
ZSF-dest-160-217-199-227.zsf 7200 IN A 160.217.199.227
0024e8c813e9.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
k052521j19.zf 7200 IN A 160.217.166.20
iptel-4774.frov 7200 IN MX 10 iptel-4774.frov
iptel-4774.frov 7200 IN A 160.217.190.74
hanak.lib 7200 IN A 160.217.156.17
wireless-client-160-217-149-145.wa2 7200 IN A 160.217.149.145
ZSF-cam04.cam 7200 IN A 160.217.94.124
fzs-1677.zsf 7200 IN A 160.217.200.45
k5-420-benesj19.k5 7200 IN A 160.217.228.203
k1-104-garcim00.k1 7200 IN A 160.217.216.50
VPN-160-217-131-230.vpn 7200 IN A 160.217.131.230
placha.pf 7200 IN A 160.217.121.144
drozd.frov 7200 IN A 160.217.202.20
wireless-client-160-217-144-105.wa2 7200 IN A 160.217.144.105
k3-218-kovant00.k3 7200 IN A 160.217.222.209
ZF-cam84-11.cam 7200 IN A 160.217.84.41
hazard 7200 IN MX 10 hazard
hazard 7200 IN A 160.217.1.6
pc18.bobik 7200 IN A 160.217.152.68
RekFF-zasedacky-160-217-9-216.rek 7200 IN A 160.217.9.216
k5-108-muchoa00.k5 7200 IN A 160.217.229.226
mykoweb.prf 7200 IN CNAME jerrymouse.prf
wireless-client-160-217-145-72.wa2 7200 IN A 160.217.145.72
wireless-client-160-217-150-174.wa2 7200 IN A 160.217.150.174
eduroam-160-217-136-71.eduroam 7200 IN A 160.217.136.71
k051800b2p-reserve132.zf 7200 IN A 160.217.162.132
wireless-client-160-217-144-155.wa2 7200 IN A 160.217.144.155
fzs-3046.zsf 7200 IN A 160.217.201.84
eduroam-160-217-137-210.eduroam 7200 IN A 160.217.137.210
A442PP1350.rek 7200 IN A 160.217.155.182
dhcp-pool-160-217-167-205.zf 7200 IN A 160.217.167.205
k2-618-doudov00.k2 7200 IN A 160.217.218.212
doktorandiKM.pf 7200 IN A 160.217.96.55
cipisN.wx 7200 IN A 160.217.91.254
iptel-4785.frov 7200 IN MX 10 iptel-4785.frov
iptel-4785.frov 7200 IN A 160.217.190.85
eduroam-160-217-136-243.eduroam 7200 IN A 160.217.136.243
binaduk.pf 7200 IN A 160.217.120.89
k3-716-zabrav03.k3 7200 IN A 160.217.222.100
fprca4035.prf 7200 IN A 160.217.210.56
7200 IN A 160.217.210.125
wireless-client-160-217-151-17.wa2 7200 IN A 160.217.151.17
wireless-client-160-217-144-215.wa2 7200 IN A 160.217.144.215
fzs-3096.zsf 7200 IN A 160.217.199.125
iqeye 7200 IN A 160.217.9.241
VPN-160-217-129-35.vpn 7200 IN A 160.217.129.35
FROVUA001.frov 7200 IN A 160.217.202.21
FROVZF-zasedacky-160-217-170-2.frovzf 7200 IN A 160.217.170.2
iptel-4791.frov 7200 IN MX 10 iptel-4791.frov
iptel-4791.frov 7200 IN A 160.217.190.91
k1-805-peskok02.k1 7200 IN A 160.217.216.193
KolejK1-160-217-217-226.k1 7200 IN A 160.217.217.226
001bfc1830cf.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
holly.zsf 7200 IN A 160.217.195.240
pz.ef 7200 IN A 160.217.161.19
k1-608-babkov01.k1 7200 IN A 160.217.216.114
wireless-client-160-217-132-53.wa1 7200 IN A 160.217.132.53
fzs-2w7-09.zsf 7200 IN A 160.217.178.59
wireless-client-160-217-151-67.wa2 7200 IN A 160.217.151.67
fprsl01.prf 7200 IN A 160.217.208.43
t48simek 7200 IN A 160.217.8.115
kbd2.zf 7200 IN CNAME sites.zf
VPN-160-217-129-239.vpn 7200 IN A 160.217.129.239
ucebna04.lib 7200 IN A 160.217.156.21
k1-405-nemcoj03.k1 7200 IN A 160.217.216.122
VPN-160-217-129-85.vpn 7200 IN A 160.217.129.85
kch08.zf 7200 IN A 160.217.171.58
VPN-160-217-129-159.vpn 7200 IN A 160.217.129.159
iptel-4796.frov 7200 IN MX 10 iptel-4796.frov
iptel-4796.frov 7200 IN A 160.217.190.96
FROVZF-zasedacky-160-217-170-188.frovzf 7200 IN A 160.217.170.188
eduroam-160-217-137-77.eduroam 7200 IN A 160.217.137.77
mino254.ufb 7200 IN A 160.217.215.254
k051850e01.zf 7200 IN A 160.217.162.221
www2.zf 7200 IN CNAME venus.zf
ucebna115.tf 7200 IN A 160.217.192.86
wireless-client-160-217-149-218.wa2 7200 IN A 160.217.149.218
FROVZF-zasedacky-160-217-170-60.frovzf 7200 IN A 160.217.170.60
k5-110-musilj07.k5 7200 IN A 160.217.228.206
krejci.pf 7200 IN A 160.217.120.120
wireless-client-160-217-147-126.wa2 7200 IN A 160.217.147.126
obd 7200 IN CNAME mis
wireless-client-160-217-147-111.wa2 7200 IN A 160.217.147.111
moodle-pf 7200 IN A 160.217.6.21
t44prfuc1 7200 IN A 160.217.8.38
Pap-g485-ZF-pavE.epc 7200 IN A 160.217.89.66
slipkova.pf 7200 IN A 160.217.120.35
fzs-2w7-89.zsf 7200 IN A 160.217.178.139
t44prfuc5 7200 IN A 160.217.8.23
j326router.pf 7200 IN A 160.217.98.187
VPN-160-217-129-177.vpn 7200 IN A 160.217.129.177
tesar.pf 7200 IN A 160.217.96.68
wireless-client-160-217-151-150.wa2 7200 IN A 160.217.151.150
k2-617-szczev00.k2 7200 IN A 160.217.218.10
k5-admin.k5 7200 IN A 160.217.231.1
kch09.zf 7200 IN A 160.217.171.59
doskocil-HPnb.zsf 7200 IN A 160.217.200.99
wireless-client-160-217-149-28.wa2 7200 IN A 160.217.149.28
fzs-2117.zsf 7200 IN A 160.217.200.51
t44prfsrv 7200 IN A 160.217.8.11
ntb-golshan.frov 7200 IN MX 10 ntb-golshan.frov
ntb-golshan.frov 7200 IN A 160.217.191.82
brez187.ufb 7200 IN A 160.217.215.187
k051850e02.zf 7200 IN A 160.217.162.222
VPN-160-217-129-237.vpn 7200 IN A 160.217.129.237
k3-920-cabajk00.k3 7200 IN A 160.217.222.147
k2-1009-krtend00.k2 7200 IN A 160.217.218.153
k4-505b-kissob00.k4 7200 IN A 160.217.224.68
k5-122-trollt00.k5 7200 IN A 160.217.228.177
k1-213-vlcekj03.k1 7200 IN A 160.217.216.196
wireless-client-160-217-147-221.wa2 7200 IN A 160.217.147.221
k1-219-bartom11.k1 7200 IN A 160.217.216.198
krypton 7200 IN A 160.217.1.61
wireless-client-160-217-149-78.wa2 7200 IN A 160.217.149.78
wireless-client-160-217-149-207.wa2 7200 IN A 160.217.149.207
eduroam-160-217-137-105.eduroam 7200 IN A 160.217.137.105
k4-1008b-kulhab00.k4 7200 IN A 160.217.224.164
eduroam-160-217-137-88.eduroam 7200 IN A 160.217.137.88
konstruktiv 7200 IN CNAME gandalf.zsf
k1-404-mrazed00.k1 7200 IN A 160.217.216.70
00a0d124a352.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
eduroam-160-217-136-138.eduroam 7200 IN A 160.217.136.138
k1-605-ryklos01.k1 7200 IN A 160.217.217.59
VPN-160-217-129-203.vpn 7200 IN A 160.217.129.203
printer-canon-3patro.frov 7200 IN MX 10 printer-canon-3patro.frov
printer-canon-3patro.frov 7200 IN A 160.217.190.123
wireless-client-160-217-147-140.wa2 7200 IN A 160.217.147.140
wireless-client-160-217-150-222.wa2 7200 IN A 160.217.150.222
k5-228-stejsm06.k5 7200 IN A 160.217.228.22
k5-126-kubist00.k5 7200 IN A 160.217.228.201
fprcp010211.prf 7200 IN A 160.217.212.53
S2.frov 7200 IN MX 10 S2.frov
S2.frov 7200 IN A 160.217.190.11
NTB-DROZD2.frov 7200 IN MX 10 NTB-DROZD2.frov
NTB-DROZD2.frov 7200 IN A 160.217.202.75
wireless-client-160-217-145-107.wa2 7200 IN A 160.217.145.107
k051850e03.zf 7200 IN A 160.217.162.223
k052520j06.zf 7200 IN A 160.217.166.61
ucebna117.tf 7200 IN A 160.217.192.87
wireless-client-160-217-147-159.wa2 7200 IN A 160.217.147.159
www.frov 7200 IN CNAME web.frov
1c750812e725.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
fzs-3080.zsf 7200 IN A 160.217.197.60
k051300o-reserve70.zf 7200 IN A 160.217.171.70
fis-web 7200 IN A 160.217.5.25
wireless-client-160-217-145-157.wa2 7200 IN A 160.217.145.157
kopr120.zf 7200 IN A 160.217.171.200
k3-406-obstom00.k3 7200 IN A 160.217.223.15
wireless-client-160-217-150-27.wa2 7200 IN A 160.217.150.27
k4-705a-buresa01.k4 7200 IN A 160.217.224.230
002215b13f6f.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
k051100zr50.zf 7200 IN A 160.217.168.120
wireless-client-160-217-133-0.wa1 7200 IN A 160.217.133.0
na4.zsf 7200 IN A 160.217.195.12
k4-1007a-grechc00.k4 7200 IN A 160.217.224.34
VPN-160-217-129-220.vpn 7200 IN A 160.217.129.220
pc24.bobik 7200 IN A 160.217.152.74
c80aa9ce7a9a.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
c203pc.tf 7200 IN A 160.217.193.242
wireless-client-160-217-145-8.wa2 7200 IN A 160.217.145.8
pc0220.zf 7200 IN A 160.217.161.90
kebr.prf 7200 IN CNAME jerrymouse.prf
k051800b2p-reserve101.zf 7200 IN A 160.217.162.101
FROVZF-zasedacky-160-217-170-67.frovzf 7200 IN A 160.217.170.67
t16k5vra 7200 IN A 160.217.8.107
eduroam-160-217-137-52.eduroam 7200 IN A 160.217.137.52
ZF-cam84-26.cam 7200 IN A 160.217.84.56
A309Vlckova.rek 7200 IN A 160.217.155.133
k051850e04.zf 7200 IN A 160.217.162.224
wireless-client-160-217-148-89.wa2 7200 IN A 160.217.148.89
fyzika1.pf 7200 IN A 160.217.96.113
k1-413-korytl00.k1 7200 IN A 160.217.217.62
ohrazeni.bf 7200 IN A 160.217.214.57
k1-914-skopeo00.k1 7200 IN A 160.217.216.176
A336Buzek.ff 7200 IN A 160.217.126.57
alex85.ufb 7200 IN A 160.217.215.85
ZSF-uVyst-160-217-200-191.zsf 7200 IN A 160.217.200.191
_sipfederationtls._tcp.prf 7200 IN SRV 100 1 5061 sipfed.online.lync.com.
wireless-client-160-217-151-226.wa2 7200 IN A 160.217.151.226
laz243.ufb 7200 IN A 160.217.215.243
sccm 7200 IN A 160.217.6.103
wireless-client-160-217-150-44.wa2 7200 IN A 160.217.150.44
e8039a9a2501.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
betty.lib 7200 IN A 160.217.6.6
k4-308a-folejl00.k4 7200 IN A 160.217.224.173
k2-612-packos00.k2 7200 IN A 160.217.218.46
k5-628-cablol00.k5 7200 IN A 160.217.228.188
wireless-client-160-217-146-18.wa2 7200 IN A 160.217.146.18
wireless-client-160-217-147-80.wa2 7200 IN A 160.217.147.80
k3-201-hrdinj02.k3 7200 IN A 160.217.222.87
kch06.zf 7200 IN A 160.217.171.56
wireless-client-160-217-146-100.wa2 7200 IN A 160.217.146.100
201a06481f25.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
VPN-160-217-131-129.vpn 7200 IN A 160.217.131.129
ucebna-z1-zr.zf 7200 IN A 160.217.169.2
wireless-client-160-217-148-35.wa2 7200 IN A 160.217.148.35
adfte1.tf 7200 IN A 160.217.192.27
wireless-client-160-217-147-203.wa2 7200 IN A 160.217.147.203
k051850e05.zf 7200 IN A 160.217.162.225
wireless-client-160-217-132-246.wa1 7200 IN A 160.217.132.246
arpwatch-v98.pf 7200 IN A 160.217.98.250
fzs-3083.zsf 7200 IN A 160.217.197.66
fzs-2497.zsf 7200 IN A 160.217.199.79
k5-215-kratoa04.k5 7200 IN A 160.217.229.76
FROVZF-zasedacky-160-217-170-219.frovzf 7200 IN A 160.217.170.219
k4-803a-svests01.k4 7200 IN A 160.217.225.22
VPN-160-217-131-179.vpn 7200 IN A 160.217.131.179
wireless-client-160-217-150-61.wa2 7200 IN A 160.217.150.61
k2-1018-peckaj01.k2 7200 IN A 160.217.218.2
k3-106-curkop00.k3 7200 IN A 160.217.222.103
k4-1001b-zavadh00.k4 7200 IN A 160.217.225.101
wireless-client-160-217-148-163.wa2 7200 IN A 160.217.148.163
esx4-ipmi.zsf 7200 IN A 160.217.178.30
wireless-client-160-217-146-35.wa2 7200 IN A 160.217.146.35
szp22.szp 7200 IN A 160.217.128.22
A305LysNTB.rek 7200 IN A 160.217.155.161
AP5-FrovA-2NP.wx 7200 IN A 160.217.91.54
VPN-160-217-131-239.vpn 7200 IN A 160.217.131.239
fprczs1171.prf 7200 IN A 160.217.214.108
A334Smisek.ff 7200 IN A 160.217.126.71
wireless-client-160-217-147-220.wa2 7200 IN A 160.217.147.220
oAP10-pf-jer-1NP.wx 7200 IN A 160.217.93.79
wireless-client-160-217-148-223.wa2 7200 IN A 160.217.148.223
fzs-3049T.zsf 7200 IN A 160.217.197.223
k051850e06.zf 7200 IN A 160.217.162.226
KAM-cam05.cam 7200 IN A 160.217.94.205
k3-210-brozep03.k3 7200 IN A 160.217.223.4
ZF-cam03.cam 7200 IN A 160.217.94.193
opr.zf 7200 IN CNAME sites.zf
wireless-client-160-217-150-77.wa2 7200 IN A 160.217.150.77
eduroam-160-217-137-136.eduroam 7200 IN A 160.217.137.136
k5-612-otouph00.k5 7200 IN A 160.217.228.19
KRA-reserve39.zf 7200 IN A 160.217.166.39
wireless-client-160-217-151-47.wa2 7200 IN A 160.217.151.47
wireless-client-160-217-149-228.wa2 7200 IN A 160.217.149.228
CSP-NTBPetru.rek 7200 IN A 160.217.155.166
pc0703.zf 7200 IN A 160.217.164.73
A411TrajerovaNTB.rek 7200 IN A 160.217.155.154
wireless-client-160-217-146-52.wa2 7200 IN A 160.217.146.52
wireless-client-160-217-146-12.wa2 7200 IN A 160.217.146.12
iptel-rezerva03.frov 7200 IN MX 10 iptel-rezerva03.frov
iptel-rezerva03.frov 7200 IN A 160.217.190.52
eduroam-160-217-136-170.eduroam 7200 IN A 160.217.136.170
katalog 7200 IN CNAME minas
wireless-client-160-217-146-109.wa2 7200 IN A 160.217.146.109
k2-1019-slavij01.k2 7200 IN A 160.217.218.242
k4-306b-bendlb00.k4 7200 IN A 160.217.224.241
vega.kam 7200 IN A 160.217.220.41
fze-j-02018.zf 7200 IN A 160.217.166.79
wireless-client-160-217-147-236.wa2 7200 IN A 160.217.147.236
FROVZF-zasedacky-160-217-170-153.frovzf 7200 IN A 160.217.170.153
k4-605a-pechon00.k4 7200 IN A 160.217.225.65
rl.zf 7200 IN CNAME sites.zf
amohagheghi.frov 7200 IN MX 10 amohagheghi.frov
amohagheghi.frov 7200 IN A 160.217.202.29
k4-203b-uheron00.k4 7200 IN A 160.217.224.197
wireless-client-160-217-146-62.wa2 7200 IN A 160.217.146.62
PF-cam11.cam 7200 IN A 160.217.94.71
prokesova-ntb.frov 7200 IN MX 10 prokesova-ntb.frov
prokesova-ntb.frov 7200 IN A 160.217.202.34
nj225ktv 7200 IN A 160.217.8.237
001438166c38.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
wireless-client-160-217-146-159.wa2 7200 IN A 160.217.146.159
wireless-client-160-217-149-94.wa2 7200 IN A 160.217.149.94
eduroam-160-217-137-236.eduroam 7200 IN A 160.217.137.236
k3-1015-novakr08.k3 7200 IN A 160.217.222.166
UCEBNA-201.frov 7200 IN MX 10 UCEBNA-201.frov
UCEBNA-201.frov 7200 IN A 160.217.202.71
share.zsf 7200 IN A 160.217.196.3
kamera.k3 7200 IN A 160.217.223.253
studijni.tf 7200 IN A 160.217.193.79
A347MF4695.rek 7200 IN A 160.217.155.195
eduroam-160-217-137-14.eduroam 7200 IN A 160.217.137.14
bizhub-stud.tf 7200 IN A 160.217.193.42
wireless-client-160-217-146-219.wa2 7200 IN A 160.217.146.219
A3003ZasedackaB.rek 7200 IN A 160.217.155.84
k5-714-kantop01.k5 7200 IN A 160.217.229.71
k2-303-machah01.k2 7200 IN A 160.217.218.137
VPN-160-217-131-25.vpn 7200 IN A 160.217.131.25
rypos.bf 7200 IN A 160.217.205.163
uran-sw-02-poe.zsf 7200 IN A 160.217.197.232
sql.tf 7200 IN A 160.217.192.11
pc29.bobik 7200 IN A 160.217.152.79
k2-120-kahouv01.k2 7200 IN A 160.217.218.45
FF-cam18.cam 7200 IN A 160.217.94.168
wireless-client-160-217-151-8.wa2 7200 IN A 160.217.151.8
k4-1010a-sprinn00.k4 7200 IN A 160.217.224.221
wireless-client-160-217-133-43.wa1 7200 IN A 160.217.133.43
k2-307-vostrv00.k2 7200 IN A 160.217.219.21
wireless-client-160-217-150-148.wa2 7200 IN A 160.217.150.148
lumen.tf 7200 IN A 160.217.193.5
k051800b2p20.zf 7200 IN A 160.217.162.115
haldir-ilo.prf 7200 IN A 160.217.209.112
VPN-160-217-131-75.vpn 7200 IN A 160.217.131.75
fprcb2601.prf 7200 IN A 160.217.205.96
7200 IN A 160.217.205.125
ZSF-cam05.cam 7200 IN A 160.217.94.125
eaton.ef 7200 IN A 160.217.161.170
k4-701b-pliczi00.k4 7200 IN A 160.217.224.18
wireless-client-160-217-133-188.wa1 7200 IN A 160.217.133.188
wireless-client-160-217-144-106.wa2 7200 IN A 160.217.144.106
wireless-client-160-217-133-93.wa1 7200 IN A 160.217.133.93
sql.zf 7200 IN CNAME taurus.zf
ZF-cam84-12.cam 7200 IN A 160.217.84.42
ZSF-uVyst-160-217-200-180.zsf 7200 IN A 160.217.200.180
eduroam-160-217-137-189.eduroam 7200 IN A 160.217.137.189
REK-A4047Scanner.rek 7200 IN A 160.217.155.64
RekFF-zasedacky-160-217-9-217.rek 7200 IN A 160.217.9.217
k5-430-tomasp05.k5 7200 IN A 160.217.228.24
fprpp020001.prf 7200 IN A 160.217.212.22
fzs-1738.zsf 7200 IN A 160.217.200.50
printer-brother-7070dw-vanis.frov 7200 IN MX 10 printer-brother-7070dw-vanis.frov
printer-brother-7070dw-vanis.frov 7200 IN A 160.217.190.117
wireless-client-160-217-144-156.wa2 7200 IN A 160.217.144.156
wireless-client-160-217-147-85.wa2 7200 IN A 160.217.147.85
uc02.tf 7200 IN A 160.217.193.202
rehackova.lib 7200 IN A 160.217.156.164
kch17.zf 7200 IN A 160.217.171.67
A306MF4695.rek 7200 IN A 160.217.155.192
ktvs-ucebna2.pf 7200 IN A 160.217.123.83
IPtel-Dvorakova.zsf 7200 IN A 160.217.201.226
k3-1010-ungrra00.k3 7200 IN A 160.217.223.102
k4-905b-pichom00.k4 7200 IN A 160.217.224.206
ctrlPC-ZF-Tesar.epc 7200 IN A 160.217.89.11
fprca30401.prf 7200 IN A 160.217.211.33
k5-612-svobom23.k5 7200 IN A 160.217.228.26
k4-907a-ludvis00.k4 7200 IN A 160.217.224.102
NHrady-gw 7200 IN A 160.217.9.21
wireless-client-160-217-151-18.wa2 7200 IN A 160.217.151.18
wireless-client-160-217-144-216.wa2 7200 IN A 160.217.144.216
fzs-3107.zsf 7200 IN A 160.217.197.75
ucetnifi.tf 7200 IN A 160.217.193.77
FROVZF-zasedacky-160-217-170-224.frovzf 7200 IN A 160.217.170.224
A406NTB-Tousek.rek 7200 IN A 160.217.155.156
cy00.k2 7200 IN A 160.217.218.203
tomcat.bf 7200 IN CNAME tomcat.prf
fire.kam 7200 IN A 160.217.220.12
wireless-client-160-217-132-54.wa1 7200 IN A 160.217.132.54
fzs-2w7-11.zsf 7200 IN A 160.217.178.69
wireless-client-160-217-151-68.wa2 7200 IN A 160.217.151.68
wireless-client-160-217-149-225.wa2 7200 IN A 160.217.149.225
FROVZF-zasedacky-160-217-170-32.frovzf 7200 IN A 160.217.170.32
ucebna05.lib 7200 IN A 160.217.156.22
VPN-160-217-129-86.vpn 7200 IN A 160.217.129.86
k059730a1.zf 7200 IN A 160.217.168.6
k5-026-bublih00.k5 7200 IN A 160.217.228.17
eaton.tf 7200 IN A 160.217.192.30
wireless-client-160-217-144-34.wa2 7200 IN A 160.217.144.34
k5-632-stredv00.k5 7200 IN A 160.217.229.200
pdu 7200 IN A 160.217.1.22
fprcs12522.prf 7200 IN A 160.217.208.222
ju-portal 7200 IN CNAME zms-test
k3-507-nezvem00.k3 7200 IN A 160.217.222.176
wireless-client-160-217-144-240.wa2 7200 IN A 160.217.144.240
eduroam-160-217-136-38.eduroam 7200 IN A 160.217.136.38
oAP4-zf-keko-1NP.wx 7200 IN A 160.217.93.193
VPN-160-217-129-128.vpn 7200 IN A 160.217.129.128
eduroam-160-217-137-167.eduroam 7200 IN A 160.217.137.167
wireless-client-160-217-146-209.wa2 7200 IN A 160.217.146.209
fprcb1241.prf 7200 IN A 160.217.205.83
wireless-client-160-217-144-84.wa2 7200 IN A 160.217.144.84
t20zsfdest 7200 IN A 160.217.8.189
wireless-client-160-217-147-112.wa2 7200 IN A 160.217.147.112
AP12-FrovA-4NP.wx 7200 IN A 160.217.91.61
k2-714-joudam00.k2 7200 IN A 160.217.219.47
eduroam-160-217-136-211.eduroam 7200 IN A 160.217.136.211
fprcc020772.prf 7200 IN A 160.217.206.94
filmarum.bf 7200 IN CNAME jerrymouse.prf
wireless-client-160-217-147-88.wa2 7200 IN A 160.217.147.88
eaton.zf 7200 IN A 160.217.169.244
fzs-2w7-30.zsf 7200 IN A 160.217.178.80
marovcova.pf 7200 IN A 160.217.120.164
fprczs2032.prf 7200 IN A 160.217.214.28
VPN-160-217-129-178.vpn 7200 IN A 160.217.129.178
t48k3c 7200 IN A 160.217.8.167
wireless-client-160-217-133-112.wa1 7200 IN A 160.217.133.112
t48k3d 7200 IN A 160.217.8.168
wireless-client-160-217-147-162.wa2 7200 IN A 160.217.147.162
mrkvicka.prf 7200 IN A 160.217.2.43
wireless-client-160-217-149-29.wa2 7200 IN A 160.217.149.29
roucova.pf 7200 IN A 160.217.96.67
esx1-eth0 7200 IN A 160.217.7.130
k4-508a-guggem00.k4 7200 IN A 160.217.224.10
A001Recepce.rek 7200 IN A 160.217.155.89
t48ff1 7200 IN A 160.217.8.136
VPN-160-217-129-238.vpn 7200 IN A 160.217.129.238
k1-519-vaculm02.k1 7200 IN A 160.217.216.229
WinSevenEN-test 7200 IN A 160.217.6.78
eduroam-160-217-137-116.eduroam 7200 IN A 160.217.137.116
tenglova.pf 7200 IN A 160.217.123.49
quire1.kam 7200 IN A 160.217.220.95
1c750812e6c8.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
wireless-client-160-217-146-226.wa2 7200 IN A 160.217.146.226
delta.zsf 7200 IN A 160.217.196.2
t48k4a 7200 IN A 160.217.8.170
wireless-client-160-217-147-222.wa2 7200 IN A 160.217.147.222
t48k4b 7200 IN A 160.217.8.171
wireless-client-160-217-149-79.wa2 7200 IN A 160.217.149.79
eduroam-160-217-137-45.eduroam 7200 IN A 160.217.137.45
prfcb1731.prf 7200 IN A 160.217.205.137
t48k4d 7200 IN A 160.217.8.173
k4-805b-dvoras12.k4 7200 IN A 160.217.224.112
k4-407b-zednim00.k4 7200 IN A 160.217.224.153
wireless-client-160-217-133-128.wa1 7200 IN A 160.217.133.128
fzs-1020.zsf 7200 IN A 160.217.196.68
A1005TiskMC4695MF.ffrek 7200 IN A 160.217.153.22
k140a71.ef 7200 IN A 160.217.173.71
kch21.zf 7200 IN A 160.217.171.71
pc35.bobik 7200 IN A 160.217.152.85
k5-732-grenor00.k5 7200 IN A 160.217.229.93
prfcb1781.prf 7200 IN A 160.217.205.156
t48k5a 7200 IN A 160.217.8.175
wireless-client-160-217-145-108.wa2 7200 IN A 160.217.145.108
tail 7200 IN CNAME darvin
t48k5c 7200 IN A 160.217.8.177
wireless-client-160-217-146-243.wa2 7200 IN A 160.217.146.243
vaneckova.pf 7200 IN A 160.217.120.81
FROVZF-zasedacky-160-217-170-93.frovzf 7200 IN A 160.217.170.93
IPtel-Pavlickova.zsf 7200 IN A 160.217.195.24
k4-603a-plackm00.k4 7200 IN A 160.217.225.42
wireless-client-160-217-145-2.wa2 7200 IN A 160.217.145.2
wireless-client-160-217-145-158.wa2 7200 IN A 160.217.145.158
k3-1007-snebep00.k3 7200 IN A 160.217.222.120
a24k4v.kam 7200 IN A 160.217.220.253
zoo.prf 7200 IN CNAME jerrymouse.prf
ZSF-uVyst-160-217-200-193.zsf 7200 IN A 160.217.200.193
k5-420-kaspad01.k5 7200 IN A 160.217.228.198
VPN-160-217-131-124.vpn 7200 IN A 160.217.131.124
eduroam-160-217-136-150.eduroam 7200 IN A 160.217.136.150
FZE-B-04001.zf 7200 IN A 160.217.163.101
wireless-client-160-217-145-9.wa2 7200 IN A 160.217.145.9
wireless-client-160-217-148-103.wa2 7200 IN A 160.217.148.103
FROVZF-zasedacky-160-217-170-117.frovzf 7200 IN A 160.217.170.117
wireless-client-160-217-151-115.wa2 7200 IN A 160.217.151.115
k3-916-douchk01.k3 7200 IN A 160.217.222.122
wireless-client-160-217-145-218.wa2 7200 IN A 160.217.145.218
RecepceJU.ff 7200 IN A 160.217.126.38
fzs-2504T.zsf 7200 IN A 160.217.199.208
printer3.bobik 7200 IN A 160.217.152.7
wireless-client-160-217-148-91.wa2 7200 IN A 160.217.148.91
tres.ufb 7200 IN A 160.217.215.116
eduroam-160-217-136-106.eduroam 7200 IN A 160.217.136.106
fzs-1179.zsf 7200 IN A 160.217.196.72
k2-803-nixovv00.k2 7200 IN A 160.217.218.184
wireless-client-160-217-132-137.wa1 7200 IN A 160.217.132.137
fzs-s09.zsf 7200 IN A 160.217.178.209
k3-108-illyol00.k3 7200 IN A 160.217.223.33
sty27.ufb 7200 IN A 160.217.215.27
ZSF-uVyst-160-217-200-192.zsf 7200 IN A 160.217.200.192
k1-1007-myskot00.k1 7200 IN A 160.217.217.57
wireless-client-160-217-151-227.wa2 7200 IN A 160.217.151.227
wireless-client-160-217-150-242.wa2 7200 IN A 160.217.150.242
fzs-3018nb.zsf 7200 IN A 160.217.201.49
A2004TiskPagePro1350.ff 7200 IN A 160.217.126.175
kjaza02.ef 7200 IN A 160.217.173.62
wireless-client-160-217-150-100.wa2 7200 IN A 160.217.150.100
wireless-client-160-217-132-187.wa1 7200 IN A 160.217.132.187
A1041Maturova.ff 7200 IN A 160.217.126.113
t24XprfC1 7200 IN A 160.217.8.21
wireless-client-160-217-148-52.wa2 7200 IN A 160.217.148.52
FZE-B-04002.zf 7200 IN A 160.217.163.102
k5-320-dlouhl01.k5 7200 IN A 160.217.229.136
eql-zf-grp.zf 7200 IN A 160.217.169.248
wireless-client-160-217-151-132.wa2 7200 IN A 160.217.151.132
k4-310b-vankav00.k4 7200 IN A 160.217.224.210
k059400j01.zf 7200 IN A 160.217.166.41
botanika.prf 7200 IN CNAME jerrymouse.prf
